Instance,Submission Date,Submitter,Duration,District,Kumban,Village,DELETED - Village Phin,Source type,RWS type,Extract BH,Extract DW,Extract SW,Distrib?,Distrib how,Distrib Pt #,Photo source,Get water,State extract,Yield (s),Women user,Men,User type,In use,Why not,Owner,Resp org.,Funds,Age,Manager,Water payT,Name RWS,Photo Pt 1,Lat,Lon,Elev,Geo code,Functionality,Quantity,Quality,Accessibility,Reliability,Photo of Source
6400979,11-09-2014 02:06:36 UTC,____ ______,0:11:45,Atsaphone,Judsumnonrixai (Nakhae),"13-XX-034-???? ??????-""Bangbed",,Ground / Spring,Borehole,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/160abb1b-1f27-40a1-b099-5e634e6aaee3.jpg,Yes,Not well,21,3,5,Community,Yes,,Community,National association,National association,5 to 10,Community,When break down,__________ ________,https://akvoflow-34.s3.amazonaws.com/images/f1593434-7952-4d2e-a944-25150fa4c8b5.jpg,17.03607479,105.2331119,145,61e9gugq3,Partial functionality,Not met,Met,Met,Met,https://akvoflow-34.s3.amazonaws.com/images/160abb1b-1f27-40a1-b099-5e634e6aaee3.jpg
6440956,13-10-2014 04:05:59 UTC,_______,0:01:53,Phin,Khet 07,"04-07-039-?.??????-""Kangmai",,Ground / Spring,Borehole,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/03df7b84-4073-40dc-a241-121cd0292949.jpg,No,,,4,2,Community,No,Not working,Community,International NGO,International NGO,10 to 20,Community,,_ ___,https://akvoflow-34.s3.amazonaws.com/images/111d6de5-a6ab-428c-9dbb-e4580b378b30.jpg,16.60841223,105.9055737,155.1,5vxsr4m0f,No functionality,Not met,Met,Not met,NA,https://akvoflow-34.s3.amazonaws.com/images/03df7b84-4073-40dc-a241-121cd0292949.jpg
6440967,13-10-2014 04:30:08 UTC,_______,0:03:22,Phin,Khet 07,"04-07-039-?.??????-""Kangmai",,Ground / Spring,Borehole,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/5694f5ca-accc-4dbd-af96-86388605aa11.jpg,Yes,Works well,19,3,1,Community,Yes,,Community,International NGO,International NGO,10 to 20,Community,Community box,_ _____,https://akvoflow-34.s3.amazonaws.com/images/f27a328a-2769-44b7-a0d8-343b7ad0b9d6.jpg,16.60688313,105.9055952,144.9,5vx3g7egf,Full functionality,Met,Met,Met,Met,https://akvoflow-34.s3.amazonaws.com/images/5694f5ca-accc-4dbd-af96-86388605aa11.jpg
6441017,13-10-2014 14:45:27 UTC,_______,0:04:45,Phin,Khet 10,"04-10-082-?.?????????-""Salaephonexai",,Ground / Spring,Borehole,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/68b207ef-3191-4110-8d51-e35d598596a0.jpg,Yes,Works well,13,5,2,Community,Yes,,Community,International institution,International institution,< 5,Community,Time,____ _____,https://akvoflow-34.s3.amazonaws.com/images/d0aac882-9104-414f-a958-231ff82980c3.jpg,16.46454951,105.8497217,176.1,5u3pen741,Full functionality,Met,Met,Met,Met,https://akvoflow-34.s3.amazonaws.com/images/68b207ef-3191-4110-8d51-e35d598596a0.jpg
6441179,14-10-2014 08:21:22 UTC,________ Vonglakhone,0:17:21,Phin,Khet 09,"04-09-068-?.???????-""Houayxay",,Ground / Spring,Borehole,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/4d05dffc-0523-4be4-83e6-d844f51f4d69.jpg,Yes,Not well,75,3,2,Community,Yes,,Community,International NGO,International institution,< 5,Community,No payment,_____ ____ _____,https://akvoflow-34.s3.amazonaws.com/images/a95e118a-5d93-4469-a93c-755e578e0864.jpg,16.70691923,105.9396238,187.2,5x71rhgp0,No functionality,Not met,Met,Not met,Met,https://akvoflow-34.s3.amazonaws.com/images/4d05dffc-0523-4be4-83e6-d844f51f4d69.jpg
6441325,15-10-2014 07:42:00 UTC,_____ Kayson,0:19:58,Phin,Khet 02,"04-02-010-?.??????-""Napor",,Ground / Spring,Borehole,Motor pump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/3b2f447d-719c-4582-bb24-aee9be86f2a8.jpg,Yes,Works well,12,1,2,Private,Yes,,Public,National institution,National institution,>20,Private,Fuel / Electricity,________ _._______,https://akvoflow-34.s3.amazonaws.com/images/fe989b5e-77f1-4612-b87c-279c7aa495bd.jpg,16.5402699,105.9832757,178.4,5v2hodm2g,Full functionality,Met,Met,Met,Met,https://akvoflow-34.s3.amazonaws.com/images/3b2f447d-719c-4582-bb24-aee9be86f2a8.jpg
6441408,15-10-2014 08:40:25 UTC,________ Vonglakhone,0:06:11,Phin,Khet 04,"04-04-020-?.?????-""Malua",,Ground / Spring,Borehole,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/99c7d0be-b536-4524-8911-33803de2caad.jpg,No,,,3,1,Community,Yes,,Community,National institution,National institution,< 5,Community,No payment,____ ______,https://akvoflow-34.s3.amazonaws.com/images/b07ddb14-9068-4981-95f7-db8f0137f55b.jpg,16.60890433,106.0728486,212.6,5vy0uv1q0,No functionality,Not met,Met,Not met,Met,https://akvoflow-34.s3.amazonaws.com/images/99c7d0be-b536-4524-8911-33803de2caad.jpg
6441444,15-10-2014 15:06:40 UTC,Lobinsanh,0:17:22,Phin,Khet 13,"04-13-114-?.?????-""Phonxai",,Ground / Spring,Dug Well,,Loose rope/ stick,,No,,,https://akvoflow-34.s3.amazonaws.com/images/15f9c007-c901-4771-a132-64aed072e77b.jpg,Yes,Works well,5,2,3,Community,Yes,,Community,Community,Community,>20,Community,No payment,_______________,https://akvoflow-34.s3.amazonaws.com/images/14788117-8909-4b61-b508-fd2ccc9570ed.jpg,16.33052744,106.0677438,163.3,5se4yliyt,No functionality,Met,Not met,Not met,Met,https://akvoflow-34.s3.amazonaws.com/images/15f9c007-c901-4771-a132-64aed072e77b.jpg
6441600,16-10-2014 04:53:55 UTC,______  Vanthong,0:15:58,Phin,Khet 15,"04-15-135-?.?????-""Pa tong",,Ground / Spring,Borehole,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/5f74b76c-84f4-4be8-a6ba-4c50d554fb9e.jpg,Yes,Not well,25,1,1,Community|Private,Yes,,Private,Private,Private,10 to 20,Private,When break down,_ _____,https://akvoflow-34.s3.amazonaws.com/images/ba9b97e1-304e-4132-a15a-b52eeb50807e.jpg,16.3267544,106.2053545,101.3,5scem1det,Partial functionality,Not met,Met,Met,Met,https://akvoflow-34.s3.amazonaws.com/images/5f74b76c-84f4-4be8-a6ba-4c50d554fb9e.jpg
6441619,16-10-2014 05:09:45 UTC,______  Vanthong,0:07:00,Phin,Khet 15,"04-15-141-?.?????-""Napang",,Ground / Spring,Borehole,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/b64e0bd0-fd72-4bb4-8b4f-8987b662bec9.jpg,No,,,3,1,Community,No,Not working|Management,Community,National institution,National institution,5 to 10,Community,,_ ______,https://akvoflow-34.s3.amazonaws.com/images/44989c5c-5845-4e5c-a2eb-d1ba931b07f9.jpg,16.27287393,106.1649815,182.1,5rnnj9z0x,No functionality,Not met,Met,Not met,NA,https://akvoflow-34.s3.amazonaws.com/images/b64e0bd0-fd72-4bb4-8b4f-8987b662bec9.jpg
6441621,17-10-2014 00:20:49 UTC,______ Viengthong,0:12:49,Phin,Khet 05,"04-05-053-?.?????????-""Dongphoungern",,Ground / Spring,Borehole,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/50ed1ba3-5584-44b9-b1aa-ab25d7696c47.jpg,Yes,Works well,7,7,2,Community,Yes,,Community,International NGO,Don't know,5 to 10,Community,When break down,_____________,https://akvoflow-34.s3.amazonaws.com/images/1d15722f-573a-4808-b067-b6735c233191.jpg,16.54754732,105.9503104,164.8,5v5u2p9rj,Full functionality,Met,Met,Met,Met,https://akvoflow-34.s3.amazonaws.com/images/50ed1ba3-5584-44b9-b1aa-ab25d7696c47.jpg
6441740,17-10-2014 05:05:03 UTC,_______,0:04:02,Phin,Khet 10,"04-10-073-?.?????-""Nathoong",,Ground / Spring,Borehole,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/07aaeb9d-410f-492d-8bb8-e487c61dd08e.jpg,No,,,3,4,Community,No,Not working,Community,International institution,International institution,10 to 20,Community,,____ _____,https://akvoflow-34.s3.amazonaws.com/images/7d515317-99bb-43c3-8548-94ad212d33f5.jpg,16.60968695,105.784809,227.8,5vydr93co,No functionality,Not met,Met,Not met,NA,https://akvoflow-34.s3.amazonaws.com/images/07aaeb9d-410f-492d-8bb8-e487c61dd08e.jpg
6441831,18-10-2014 01:47:37 UTC,_______ Phaiphanom,0:02:42,Phin,Khet 12,"04-12-108-?.???-""Bok",,Ground / Spring,Borehole,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/ca667e6b-976d-422f-996f-8f4c4f400ab5.jpg,No,,,1,1,School,No,Not working,Community,International institution,International institution,10 to 20,Community,,_______________,https://akvoflow-34.s3.amazonaws.com/images/36788c4f-b6db-495c-90f0-b6b6f39ca586.jpg,16.36417203,105.8611997,98.9,5stlgxrjn,No functionality,Not met,Met,Not met,NA,https://akvoflow-34.s3.amazonaws.com/images/ca667e6b-976d-422f-996f-8f4c4f400ab5.jpg
6441832,18-10-2014 02:30:05 UTC,Lobinsanh,0:06:35,Phin,Khet 13,"04-13-112-?.?????-""Paxit",,Ground / Spring,Borehole,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/23c2717d-7f63-4f49-962c-d81382890991.jpg,Yes,Works well,8,1,3,Community,Yes,,Community,International NGO,International NGO,< 5,Community,When break down,________________,https://akvoflow-34.s3.amazonaws.com/images/568386d2-f00c-4d4d-b1bf-d25d70af4b3b.jpg,16.33109592,106.0543654,159.3,5seedylof,Full functionality,Met,Met,Met,Met,https://akvoflow-34.s3.amazonaws.com/images/23c2717d-7f63-4f49-962c-d81382890991.jpg
6441892,18-10-2014 02:56:41 UTC,_________ Laysavanh,0:07:15,Phin,Khet 13,"04-13-116-?.??????-""kengxai",,Ground / Spring,Borehole,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/3813863e-6603-4a3d-b812-de134ff4a41c.jpg,Yes,Works well,20,5,2,Community,Yes,,Community,International NGO,International NGO,< 5,Community,When break down,____________________,https://akvoflow-34.s3.amazonaws.com/images/a2ba290e-bc42-4b50-aab3-360f4ee7be6c.jpg,16.34014886,106.1046738,171.7,5sik23ira,No functionality,Not met,Met,Not met,Met,https://akvoflow-34.s3.amazonaws.com/images/3813863e-6603-4a3d-b812-de134ff4a41c.jpg
6451316,17-10-2014 04:44:38 UTC,______ Viengthong,0:13:05,Phin,Khet 05,"04-05-052-?.?????-""Nonxay",,Ground / Spring,Borehole,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/0cd590e4-a3d4-4c0d-aee4-11fb2b6520a8.jpg,No,,,4,2,Community,No,Not working,Community,International NGO,Don't know,10 to 20,Community,,_____ ___ ______,https://akvoflow-34.s3.amazonaws.com/images/7ac0bc9e-97a0-4600-90a0-a0cf63777cce.jpg,16.55987056,105.94806,173.3,5vbhznymw,No functionality,Not met,Met,Not met,NA,https://akvoflow-34.s3.amazonaws.com/images/0cd590e4-a3d4-4c0d-aee4-11fb2b6520a8.jpg
6451454,18-10-2014 02:30:59 UTC,Lobinsanh,0:04:30,Phin,Khet 13,"04-13-112-?.?????-""Paxit",,Ground / Spring,Borehole,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/2d70a283-7c74-4e25-ad5e-93e895b35e8c.jpg,Yes,Works well,8,2,4,Community,Yes,,Community,International NGO,International NGO,< 5,Community,When break down,___________________,https://akvoflow-34.s3.amazonaws.com/images/52e6b141-b444-445a-880e-3b6f4897d2ab.jpg,16.33195741,106.0528141,153.5,5seslzdww,Partial functionality,Met,Met,Not met,Met,https://akvoflow-34.s3.amazonaws.com/images/2d70a283-7c74-4e25-ad5e-93e895b35e8c.jpg
6461201,17-10-2014 00:51:18 UTC,______ Viengthong,0:14:28,Phin,Khet 05,"04-05-054-?.???-""Koy",,Ground / Spring,Borehole,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/e40787a3-914c-422c-8627-725c6f3d605c.jpg,Yes,Works well,5,4,3,Community,Yes,,Community,International NGO,Don't know,10 to 20,Community,When break down,________________,https://akvoflow-34.s3.amazonaws.com/images/97b541f0-53cf-4d27-9483-e623d7341bcf.jpg,16.54237298,105.938379,158.7,5v3gkm853,Partial functionality,Met,Met,Not met,Met,https://akvoflow-34.s3.amazonaws.com/images/e40787a3-914c-422c-8627-725c6f3d605c.jpg
6461202,17-10-2014 01:03:48 UTC,___ ______ _______,0:04:51,Phin,Khet 01,"04-01-017-?.?????-""Sakhoung",,Ground / Spring,Borehole,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/b634c9d0-8fa9-4b80-9ad6-126f0189d73d.jpg,Yes,Works well,25,2,1,Community,Yes,,Community,International NGO,International NGO,10 to 20,Community,When break down,_ _____,https://akvoflow-34.s3.amazonaws.com/images/5501c572-dfbc-4a59-9d40-508cc91d3860.jpg,16.53504125,106.0390487,149.1,5v03ciwpy,No functionality,Not met,Met,Not met,Met,https://akvoflow-34.s3.amazonaws.com/images/b634c9d0-8fa9-4b80-9ad6-126f0189d73d.jpg
6461217,17-10-2014 04:35:53 UTC,______ Viengthong,0:13:38,Phin,Khet 05,"04-05-052-?.?????-""Nonxay",,Ground / Spring,Borehole,Motor pump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/e7dbca10-f6c2-4358-b46a-173f3f03998f.jpg,Yes,Works well,5,4,3,Community,Yes,,Community,International institution,Don't know,5 to 10,Community,When break down,_____ ________,https://akvoflow-34.s3.amazonaws.com/images/c16b35ed-1555-4694-a7df-2717d3a16daa.jpg,16.55892801,105.9433316,162.2,5vb2a25wp,Full functionality,Met,Met,Met,Met,https://akvoflow-34.s3.amazonaws.com/images/e7dbca10-f6c2-4358-b46a-173f3f03998f.jpg
6461233,17-10-2014 05:09:16 UTC,_________ Laysavanh,0:17:28,Phin,Khet 14,"04-14-122-?.???????-""Xangthaeng",,Ground / Spring,Borehole,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/5a1024b8-638d-4d65-bfdf-4a79ee75692b.jpg,Yes,Works well,13,4,3,Community,Yes,,Community,National institution,National institution,< 5,Community,When break down,_____________________,https://akvoflow-34.s3.amazonaws.com/images/95608ff1-be91-47ff-a04a-99e3525b0521.jpg,16.48213103,106.1393662,165.1,5ubsba07l,Full functionality,Met,Met,Met,Met,https://akvoflow-34.s3.amazonaws.com/images/5a1024b8-638d-4d65-bfdf-4a79ee75692b.jpg
6461244,17-10-2014 05:18:50 UTC,_________ Laysavanh,0:08:46,Phin,Khet 14,"04-14-127-?.??????????-""Kaengaling",,Ground / Spring,Borehole,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/dd9932f5-6bbf-4b47-a49c-27488b0bd10a.jpg,No,,,5,2,Community,No,Not working,Community,Community,Community,5 to 10,Community,,_________________+________,https://akvoflow-34.s3.amazonaws.com/images/66389ae1-1418-4aef-881e-46a86dca563f.jpg,16.43338859,106.1730199,210,5tpe2sbqa,No functionality,Not met,Met,Not met,NA,https://akvoflow-34.s3.amazonaws.com/images/dd9932f5-6bbf-4b47-a49c-27488b0bd10a.jpg
6461322,18-10-2014 02:39:55 UTC,_______ _________,0:05:02,Phin,Khet 13,"04-13-116-?.??????-""kengxai",,Ground / Spring,Borehole,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/d44d3673-48d2-430a-b354-7e2059219cbb.jpg,Yes,Works well,12,3,5,Community,Yes,,Community,International NGO,International NGO,< 5,Community,When break down,_________________,https://akvoflow-34.s3.amazonaws.com/images/ae91e1df-cef4-4123-a6ac-ff1042e7f0f1.jpg,16.3630614,106.107031,136.5,5st342nym,Full functionality,Met,Met,Met,Met,https://akvoflow-34.s3.amazonaws.com/images/d44d3673-48d2-430a-b354-7e2059219cbb.jpg
6461378,18-10-2014 02:56:21 UTC,_________ Laysavanh,0:07:53,Phin,Khet 13,"04-13-116-?.??????-""kengxai",,Ground / Spring,Dug Well,,Loose rope/ stick,,No,,,https://akvoflow-34.s3.amazonaws.com/images/924e99a8-9774-4a99-8810-524bbf1c3679.jpg,Yes,Works well,6,2,4,Community,Yes,,Community,Community,Community,5 to 10,Community,No payment,____________+______,https://akvoflow-34.s3.amazonaws.com/images/b1196a82-f3a3-4b5d-a669-d62d35187b28.jpg,16.36512005,106.1026845,172.2,5su16jm3m,No functionality,Met,Not met,Not met,Met,https://akvoflow-34.s3.amazonaws.com/images/924e99a8-9774-4a99-8810-524bbf1c3679.jpg
6471130,13-10-2014 02:43:02 UTC,_______,0:08:19,Phin,Khet 07,"04-07-041-?.?????? 9-""Mailekkaw",,Ground / Spring,Borehole,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/84b9240b-c0b5-4b49-9dd8-2d4d115d4574.jpg,Yes,Works well,38,0,6,Community,Yes,,Community,International NGO,International NGO,5 to 10,Community,When break down,_ ___,https://akvoflow-34.s3.amazonaws.com/images/e34817a1-1ee8-4922-9f23-e4c6ce583714.jpg,16.58288908,105.8834371,152.7,5vm2j83rm,Partial functionality,Not met,Met,Met,Met,https://akvoflow-34.s3.amazonaws.com/images/84b9240b-c0b5-4b49-9dd8-2d4d115d4574.jpg
6471148,13-10-2014 04:10:24 UTC,_______,0:02:41,Phin,Khet 07,"04-07-039-?.??????-""Kangmai",,Ground / Spring,Borehole,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/2ab9ee74-fbfd-41f3-af6c-5f83af981d57.jpg,No,,,0,4,Community,No,Not working,Community,International NGO,International NGO,5 to 10,Community,,_ _____,https://akvoflow-34.s3.amazonaws.com/images/5fd7bc6b-c909-48e4-9c2b-32136918bb78.jpg,16.60868207,105.905962,162.2,5vxx7vncj,No functionality,Not met,Met,Not met,NA,https://akvoflow-34.s3.amazonaws.com/images/2ab9ee74-fbfd-41f3-af6c-5f83af981d57.jpg
6471212,13-10-2014 13:25:08 UTC,Lobinsanh,0:14:42,Phin,Khet 13,"04-13-118-?.???????????-""Alawkaw",,Ground / Spring,Borehole,Motor pump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/5545a212-091f-42c4-9b54-ef9fddeddeaa.jpg,No,,,5,4,Community,No,Not working,Community,International NGO,International NGO,< 5,Community,,__________________ ______,https://akvoflow-34.s3.amazonaws.com/images/285e553c-eb28-48a7-97fb-064c54895c0b.jpg,16.4086306,106.0689324,169.3,5te0r9wpd,No functionality,Not met,Met,Not met,NA,https://akvoflow-34.s3.amazonaws.com/images/5545a212-091f-42c4-9b54-ef9fddeddeaa.jpg
6471237,13-10-2014 13:57:03 UTC,Lobinsanh,0:16:39,Phin,Khet 13,"04-13-117-?.???????-""Alawmai",,Ground / Spring,Borehole,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/5f9ad497-1e29-46d9-aa35-0563046c799a.jpg,Yes,Not well,12,5,3,Community,Yes,,Community,International NGO,International NGO,5 to 10,Community,When break down,______________ ________,https://akvoflow-34.s3.amazonaws.com/images/1f0086b3-4a11-46dd-ba26-2bb037072844.jpg,16.37208882,106.0812157,207.2,5sx8ackb0,Full functionality,Met,Met,Met,Met,https://akvoflow-34.s3.amazonaws.com/images/5f9ad497-1e29-46d9-aa35-0563046c799a.jpg
6471261,14-10-2014 03:52:34 UTC,___ ______ _______,0:14:01,Phin,Khet 06,"04-06-037-?.????????-""Xongpouey",,Ground / Spring,Borehole,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/63345a6d-963d-4ab8-9bda-c58474141a7a.jpg,Yes,Works well,14,1,2,Community,Yes,,Community,International NGO,International NGO,< 5,Community,Time,____________,https://akvoflow-34.s3.amazonaws.com/images/5188ce19-155a-431c-ab4a-9ca8ca4b700f.jpg,16.58870016,105.9297939,162.9,5voqsawv5,Full functionality,Met,Met,Met,Met,https://akvoflow-34.s3.amazonaws.com/images/63345a6d-963d-4ab8-9bda-c58474141a7a.jpg
6471326,14-10-2014 07:24:21 UTC,______ Viengthong,0:15:25,Phin,Khet 11,"04-11-097-?.???????-""Kamebxe",,Ground / Spring,Borehole,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/8d352ed6-be9f-49f1-a867-1653899fdc6e.jpg,No,,,0,0,Community,No,Not working,Nobody,National institution,Don't know,< 5,Nobody,,______________,https://akvoflow-34.s3.amazonaws.com/images/657b8158-ed03-4518-aa70-fdf11e6c3a38.jpg,16.26333176,105.9163673,191.4,5rj9relzv,No functionality,Not met,Met,Not met,NA,https://akvoflow-34.s3.amazonaws.com/images/8d352ed6-be9f-49f1-a867-1653899fdc6e.jpg
6471345,14-10-2014 05:48:13 UTC,________ Vonglakhone,0:06:39,Phin,Khet 09,"04-09-065-?.???????-""Nonglouang",,Ground / Spring,Borehole,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/37d2687b-db61-4b93-ac8c-f230b7c3ea0b.jpg,Yes,Works well,12,0,3,School,Yes,,Community,International NGO,International NGO,< 5,Community,Community box,____________________________,https://akvoflow-34.s3.amazonaws.com/images/37e1f21b-6815-4c77-84a9-bac8295d7ede.jpg,16.70411719,105.9158559,192.3,5x5rgfqom,Partial functionality,Met,Met,Not met,Met,https://akvoflow-34.s3.amazonaws.com/images/37d2687b-db61-4b93-ac8c-f230b7c3ea0b.jpg
6471626,17-10-2014 02:08:19 UTC,___ ______ _______,0:08:20,Phin,Khet 01,"04-01-017-?.?????-""Sakhoung",,Ground / Spring,Borehole,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/18af5a34-9ca7-43db-bd7b-62b1b56f1011.jpg,Yes,Works well,16,3,1,Community,Yes,,Community,International NGO,International NGO,5 to 10,Community,When break down,______________,https://akvoflow-34.s3.amazonaws.com/images/8816977d-3f0c-46b4-b89b-9863010dd811.jpg,16.53737122,106.0389962,211.2,5v15vqw85,Full functionality,Met,Met,Met,Met,https://akvoflow-34.s3.amazonaws.com/images/18af5a34-9ca7-43db-bd7b-62b1b56f1011.jpg
6471627,17-10-2014 04:30:10 UTC,______ Viengthong,0:11:51,Phin,Khet 05,"04-05-052-?.?????-""Nonxay",,Ground / Spring,Borehole,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/df8908c3-1634-42db-9251-fe73aea0e014.jpg,Yes,Works well,7,3,2,Community,Yes,,Community,International NGO,Don't know,5 to 10,Community,When break down,_____ ____ ____,https://akvoflow-34.s3.amazonaws.com/images/a8532cd9-0ae7-4431-81cf-07731af26cd8.jpg,16.56116935,105.9388524,160.7,5vc3bp4xo,Full functionality,Met,Met,Met,Met,https://akvoflow-34.s3.amazonaws.com/images/df8908c3-1634-42db-9251-fe73aea0e014.jpg
6471628,17-10-2014 04:56:40 UTC,_______,0:06:43,Phin,Khet 10,"04-10-144-?.????????-""Salaenuea",,Ground / Spring,Borehole,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/6b6ba9ab-f8a9-4c6c-b483-0756300f55b2.jpg,No,,,3,1,School,No,Not working,National institution,International institution,International institution,< 5,National institution,,____________________,https://akvoflow-34.s3.amazonaws.com/images/1874fa7f-6a36-4bef-a3d6-e2429b0949b4.jpg,16.53033819,105.8593109,171.3,5uxxgb82p,No functionality,Not met,Met,Not met,NA,https://akvoflow-34.s3.amazonaws.com/images/6b6ba9ab-f8a9-4c6c-b483-0756300f55b2.jpg
6471629,17-10-2014 05:13:03 UTC,_________ Laysavanh,0:12:54,Phin,Khet 14,"04-14-120-?.??????-""Nonsoung",,Ground / Spring,Borehole,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/01823b1b-5446-4abe-9b68-e43b738d0384.jpg,Yes,Works well,18,4,3,Community,Yes,,Community,International institution,International institution,5 to 10,Community,When break down,_________________,https://akvoflow-34.s3.amazonaws.com/images/1170f8a0-0ecd-4549-b134-5b478bc30804.jpg,16.50277411,106.0989453,165.1,5ul9nsttp,Full functionality,Met,Met,Met,Met,https://akvoflow-34.s3.amazonaws.com/images/01823b1b-5446-4abe-9b68-e43b738d0384.jpg
6471772,18-10-2014 02:39:10 UTC,_______ _________,0:04:48,Phin,Khet 13,"04-13-116-?.??????-""kengxai",,Ground / Spring,Borehole,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/e112ed14-b004-4f5c-b7c8-af6933b11f4d.jpg,No,,,3,3,Community,No,Not working,Community,National institution,National institution,< 5,Community,,_________________,https://akvoflow-34.s3.amazonaws.com/images/579071b4-21b0-459d-8e9e-ecdb91f8779b.jpg,16.3646368,106.1062446,176,5stt2t7pi,No functionality,Not met,Met,Not met,NA,https://akvoflow-34.s3.amazonaws.com/images/e112ed14-b004-4f5c-b7c8-af6933b11f4d.jpg
