Identifier,Date*,Submitter,District,Village AtsVillage Phin,Quality,Quantity,Accessibility,Reliability,FS,HH_user_#,Get_Water,RWS type,Extract BH,Extract DW,Extract SW,Distrib?,Distrib how,Distrib Pt #,Photo source,Get water,State extract,User type,In use,Why not,Owner,Resp org.,Funds,Age,Manager,Water payT,Photo Pt 1,Lat,Long,HH # user,Drink prop',Main - why drink,Main - Not drink,Month used,Month water enough,Photo_Pt2,Photo_Pt3,Photo_Pt4,Photo_Pt5
arr3-d0ku-vfj2,41928,_________ Laysavanh,13 - 04 - Phin,"04-14-129-_.______-""Houayhoi",2,5,2,,2,35,1,DW,,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/90b62919-f4a2-41a0-8257-1d39e44f9c6b.jpg,Yes,Works well,Community,Yes,,Community,Community,Community,>20,Community,No payment,https://akvoflow-34.s3.amazonaws.com/images/47b47141-4012-4583-9f4a-6ad9f600639b.jpg,16.41430303,106.1551214,35,All,Religious belief,,12,12,,,,
asbm-5c5y-620h,41928,________ Vonglakhone,13 - 04 - Phin,"04-04-022-_._________-""Hinsangorm",5,3,4,,3,12,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/c4f3a8b7-2481-4b07-9daf-c72580ff5c3e.jpg,Yes,Not well,Community,Yes,,Community,International NGO,International institution,15-Oct,Community,When break down,https://akvoflow-34.s3.amazonaws.com/images/cad82e4a-4d61-4934-bce9-099b3850ea85.jpg,16.59077191,106.0834331,12,All,Good colour,,12,10-Nov,,,,
avkk-05e8-cyam,41929,______  Vanthong,13 - 04 - Phin,"04-15-134-_._____-""Lakai",5,1,1,,1,0,0,BH,No extraction system,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/5789ded8-fcc7-47dd-a273-4ea7b9096fb3.jpg,No,,_________________,No,____________,____________,National institution,National institution,Under construction,____________,,https://akvoflow-34.s3.amazonaws.com/images/2f35f045-091c-48e3-afdb-35914688d51f.jpg,16.36084498,106.2085678,,,,,,,,,,
b1c1-4csw-yu4x,41930,_____ Kayson,13 - 04 - Phin,"04-02-013-___________-""Mayphonsaat",2,2,1,,1,0,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/4a64f9ac-039f-45c1-87cb-0fa1ce95b367.jpg,Yes,Works well,______,Yes,,Community,International NGO,International NGO,>20,Community,When break down,https://akvoflow-34.s3.amazonaws.com/images/b313ca5e-ab80-47a5-97f7-8203fe6afde5.jpg,16.54051683,105.9710022,,Nobody,,,0-4,12,,,,
b8wf-p61u-hm3u,41929,___ ______ _______,13 - 04 - Phin,"04-01-017-_._____-""Sakhoung",2,4,4,,2,9,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/18af5a34-9ca7-43db-bd7b-62b1b56f1011.jpg,Yes,Works well,Community,Yes,,Community,International NGO,International NGO,5-Oct,Community,When break down,https://akvoflow-34.s3.amazonaws.com/images/8816977d-3f0c-46b4-b89b-9863010dd811.jpg,16.53737122,106.0389962,9,Nobody,,,8-Sep,8-Sep,,,,
b9ck-e67u-vp0d,41930,_______ Phaiphanom,13 - 04 - Phin,"04-12-108-_.___-""Bok",2,5,4,,2,8,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/24005a6a-8275-4447-aaee-33ba488df47e.jpg,Yes,Works well,Community,Yes,,Community,International institution,International institution,15-Oct,Community,When break down,https://akvoflow-34.s3.amazonaws.com/images/074bfdff-4959-4496-8ee2-ac56ca4145d0.jpg,16.36346765,105.857909,8,Nobody,,,12,12,,,,
bedy-ryuv-rhck,41927,Lobinsanh,13 - 04 - Phin,"04-13-114-_._____-""Phonxai",2,5,4,,2,3,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/36002106-c982-40f8-94b2-26e5868facf5.jpg,Yes,Works well,Community,Yes,,Community,International institution,International institution,15-Oct,Community,When break down,https://akvoflow-34.s3.amazonaws.com/images/09b2f59c-453f-476e-a801-d223fe486c47.jpg,16.32939903,106.0630095,3,Nobody,,,12,12,,,,
bh69-63mr-a421,41928,_______,13 - 04 - Phin,"04-07-055-_._____-""Tamove",2,4,4,,2,5,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/5b2be8da-f889-4eeb-a8d7-8f468dfbe9fc.jpg,Yes,Works well,Community|School,Yes,,Community,International NGO,International NGO,< 5 years,Community,Community box,https://akvoflow-34.s3.amazonaws.com/images/31f63ea5-8178-4fe5-9bd8-22fac0de4276.jpg,16.5286161,105.9033915,5,Few,Good taste,,12,12,,,,
bhk5-br2j-ntc,41926,_______,13 - 04 - Phin,"04-07-044-_._________-""Xesavang",2,4,4,,2,27,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/7950190f-709d-4e9a-b7e4-16fecce024ce.jpg,Yes,Works well,School,Yes,,National institution,National institution,International NGO,15-Oct,National institution,_____________,https://akvoflow-34.s3.amazonaws.com/images/0669cdfe-22d7-424f-b249-b14970db9d97.jpg,16.57977881,105.9119566,27,Nobody,,,12,12,,,,
bjhq-3stc-p1pf,41930,_______ Phaiphanom,13 - 04 - Phin,"04-12-108-_.___-""Bok",2,5,4,,2,5,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/25c35282-a4f7-41f2-95c6-da8e82b7727c.jpg,Yes,Works well,Community,Yes,,Community,International NGO,International NGO,15-Oct,Community,When break down,https://akvoflow-34.s3.amazonaws.com/images/41f309af-471b-46b1-b734-01667571a207.jpg,16.34368034,105.8791082,5,Nobody,,,12,12,,,,
bjxb-kwv8-uajj,41927,________ Vonglakhone,13 - 04 - Phin,"04-09-071-_._____-""Phalong",5,1,1,,1,0,0,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/6b936433-7cbf-4501-8af8-ec9a16201ddb.jpg,No,,Community,No,Not working|Water quality,Community,Private,Private,< 5 years,Community,,https://akvoflow-34.s3.amazonaws.com/images/3afee72c-444c-492d-83c3-d073ddef6845.jpg,16.68704852,105.9965918,,,,,,,,,,
bp8s-kkk9-ea1j,41929,_______,13 - 04 - Phin,"04-10-073-_._____-""Nathoong",5,1,1,,1,0,0,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/5d924473-3f3f-4565-b1f3-f7d8fab9a1a1.jpg,No,,Community,No,Not working,Community,International institution,International institution,15-Oct,Community,,https://akvoflow-34.s3.amazonaws.com/images/fdfc3a1f-39d0-4a82-83ee-98e3092ddb4d.jpg,16.60983157,105.7847226,,,,,,,,,,
bpwk-kntu-bmue,41930,_____ Kayson,13 - 04 - Phin,"04-02-011-_.________-""Nakhanor",2,5,5,,2,1,1,BH,Motor pump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/dfa40e6e-a8b9-468f-9ad3-3315d696b821.jpg,Yes,Works well,Private,Yes,,Private,National institution,International NGO,15-20,Private,Fuel / Electricity,https://akvoflow-34.s3.amazonaws.com/images/1d51a9c0-eaa8-4d12-b0f3-1a2d599bfb83.jpg,16.51717313,105.9694213,1,Nobody,,,12,12,,,,
bwsj-fccj-y6qe,41925,_________ Laysavanh,13 - 04 - Phin,"04-14-125-_._____-""Phalong",5,4,2,,2,16,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/3e880de4-8601-47ef-a3b9-c3eda2f3366b.jpg,Yes,Works well,Community,Yes,,Community,International NGO,International NGO,< 5 years,Community,When break down,https://akvoflow-34.s3.amazonaws.com/images/71efec6d-f82c-4bc3-b90d-44265480fdd9.jpg,16.46605599,106.1193748,16,All,Safe,,12,12,,,,
c1u9-gk4x-mhy9,41928,______  Vanthong,13 - 04 - Phin,"04-15-135-_._____-""Pa tong",2,4,4,,2,15,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/cf7605b8-f15d-49d1-8815-952559372f02.jpg,Yes,Works well,Community,Yes,,Community,National institution,National institution,5-Oct,Community,When break down,https://akvoflow-34.s3.amazonaws.com/images/a67e10c4-c85e-486a-abcd-23e0ca870552.jpg,16.32699365,106.2053789,15,Nobody,,,12,12,,,,
c20u-hqsr-gbur,41925,_________ Laysavanh,13 - 04 - Phin,"04-14-125-_._____-""Phalong",2,1,1,,1,0,0,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/fdefadb9-defe-44a8-83f0-aed9888bc18f.jpg,No,,Community,No,Not working,Community,National institution,National institution,5-Oct,Community,,https://akvoflow-34.s3.amazonaws.com/images/98fcfccd-08c2-4bed-9fad-856cd9a64cbe.jpg,16.4670076,106.1190822,,Nobody,,,,,,,,
c6xt-ate8-9qkq,41928,______  Vanthong,13 - 04 - Phin,"04-15-136-_._____-""Saloun",2,5,4,,2,15,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/fa6e65da-01e4-498f-bbe0-a735c517a369.jpg,Yes,Works well,Community,Yes,,Community,International NGO,International NGO,5-Oct,Community,When break down,https://akvoflow-34.s3.amazonaws.com/images/2fc4dbbc-27c0-4d42-8c8a-58e7c9e933cc.jpg,16.31428633,106.1714906,15,Nobody,,,12,12,,,,
cb9u-w37j-14y1,41926,_______,13 - 04 - Phin,"04-07-048-_.________-""Xaisomboon",2,5,5,,2,1,1,BH,Motor pump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/9e0fbd63-c247-4548-9145-8b7a344b30a6.jpg,Yes,Works well,School,Yes,,National institution,International NGO,International NGO,>20,National institution,_____________,https://akvoflow-34.s3.amazonaws.com/images/981ba0b3-f464-484d-b60b-f6db9503ff9c.jpg,16.56695685,105.9178439,1,Nobody,,,12,12,,,,
cc80-c74h-u3ky,41926,_______ Phaiphanom,13 - 04 - Phin,"04-12-102-_._______-""Nonvilay",2,5,2,,2,10,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/59fed1d3-1a95-49cd-92a7-7154eb208859.jpg,Yes,Works well,Community,Yes,,Community,International NGO,International NGO,< 5 years,Community,When break down,https://akvoflow-34.s3.amazonaws.com/images/56526fee-d9e0-4c93-b349-cc1d07773a7c.jpg,16.29026794,105.8195067,10,Nobody,,,12,12,,,,
cd3b-0s55-q49n,41930,_______ _________,13 - 04 - Phin,"04-13-116-_.______-""kengxai",2,5,4,,2,10,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/d44d3673-48d2-430a-b354-7e2059219cbb.jpg,Yes,Works well,Community,Yes,,Community,International NGO,International NGO,< 5 years,Community,When break down,https://akvoflow-34.s3.amazonaws.com/images/ae91e1df-cef4-4123-a6ac-ff1042e7f0f1.jpg,16.3630614,106.107031,10,Nobody,,,12,12,,,,
cfbr-e8b2-xvtd,41929,_______ Phaiphanom,13 - 04 - Phin,"04-12-099-_.___-""Kae",2,5,4,,2,5,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/28f5bddd-94b1-4df2-9b00-90d9f896797a.jpg,Yes,Works well,Community,Yes,,Community,National institution,Don't know,< 5 years,Community,When break down,https://akvoflow-34.s3.amazonaws.com/images/95e10ab2-ef79-48f0-b5a5-4c9273a3c04a.jpg,16.33531516,105.8752427,5,Nobody,,,0-4,12,,,,
cg1t-w91s-auwd,41929,_______,13 - 04 - Phin,"04-10-073-_._____-""Nathoong",5,1,1,,1,0,0,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/07aaeb9d-410f-492d-8bb8-e487c61dd08e.jpg,No,,Community,No,Not working,Community,International institution,International institution,15-Oct,Community,,https://akvoflow-34.s3.amazonaws.com/images/7d515317-99bb-43c3-8548-94ad212d33f5.jpg,16.60968695,105.784809,,,,,,,,,,
cp4y-rk9f-nsrq,41927,___ ______ _______,13 - 04 - Phin,"04-01-009-_.___-""Phon",2,4,4,,2,20,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/bf50e0c1-ef42-4172-b3a4-f2a2917c6b7e.jpg,Yes,Not well,Community,Yes,,Community,National institution,National institution,5-Oct,Community,When break down,https://akvoflow-34.s3.amazonaws.com/images/3e1a28ef-1084-40c5-9e46-aacd02eb8b5f.jpg,16.51052802,106.0014593,20,Nobody,,,12,12,,,,
cvqu-s7b8-qqd1,41927,Lobinsanh,13 - 04 - Phin,"04-13-114-_._____-""Phonxai",2,5,4,,2,3,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/655f9034-a88b-4ef4-8445-496c6d80db6a.jpg,Yes,Works well,Community,Yes,,Community,International NGO,International NGO,< 5 years,Community,When break down,https://akvoflow-34.s3.amazonaws.com/images/61b95106-a0c0-4851-b53a-36eb6e6d53d5.jpg,16.32870415,106.0628394,3,Nobody,,,12,12,,,,
cvx5-qv5u-gg7h,41929,_______ Phaiphanom,13 - 04 - Phin,"04-12-099-_.___-""Kae",2,5,4,,2,16,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/00e607f6-fd58-4480-a253-095b4e5012dd.jpg,Yes,Works well,Community,Yes,,Community,National institution,Don't know,< 5 years,Community,When break down,https://akvoflow-34.s3.amazonaws.com/images/579d328a-fa1b-40f7-8633-977963905fa9.jpg,16.32388682,105.8505755,16,Nobody,,,0-4,12,,,,
cy62-atxs-ry5p,41930,_______ Phaiphanom,13 - 04 - Phin,"04-12-108-_.___-""Bok",5,1,1,,1,0,0,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/42c4106f-f41e-4f72-9405-58187d6d067f.jpg,No,,Community,No,Not working,Community,International institution,International institution,15-Oct,Community,,https://akvoflow-34.s3.amazonaws.com/images/347f8f38-83b2-47ca-ac21-be199df9c5f2.jpg,16.36261409,105.8577617,,,,,,,,,,
d2n7-w2jq-q7qq,41929,_______,13 - 04 - Phin,"04-10-087-_._________-""Anousanya",5,1,1,,1,0,0,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/52bc8eb8-6374-47eb-b5d7-b59195cdd399.jpg,No,,Community,No,Not working,Community,International NGO,International NGO,15-20,Community,,https://akvoflow-34.s3.amazonaws.com/images/dc6281b0-451d-48e6-9e07-cc6a1389a61f.jpg,16.57351052,105.8568948,,,,,,,,,,
d3n2-1nck-sdxf,41929,______  Vanthong,13 - 04 - Phin,"04-15-139-_._________-""Kaengsalang",5,1,1,,1,0,0,BH,No extraction system,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/a0612983-2896-4cd0-9873-7b004a62292b.jpg,No,,______________,No,____________,____________,National institution,National institution,Under construction,____________,,https://akvoflow-34.s3.amazonaws.com/images/4997befa-b73f-4288-a470-f5db53f7eb2b.jpg,16.27252486,106.1936679,,,,,,,,,,
d70m-e3ak-4h5x,41927,________ Vonglakhone,13 - 04 - Phin,"04-04-020-_._____-""Malua",5,1,1,,1,0,0,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/13c01f6f-8768-4a6b-88a5-d6ce9aa70aa9.jpg,No,,Community,No,Not working,Community,International NGO,International institution,15-20,Community,,https://akvoflow-34.s3.amazonaws.com/images/9d2883c5-a37d-484b-9c7f-cff4661d9972.jpg,16.60868716,106.0727359,,,,,,,,,,
d9m8-nj1a-yq0w,41930,Lobinsanh,13 - 04 - Phin,"04-13-116-_.______-""kengxai",5,2,1,,1,0,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/5097f9f8-9251-4b8e-a88e-65ce523f704f.jpg,Yes,Not well,Community,No,______(___),Community,International NGO,International NGO,< 5 years,Community,,https://akvoflow-34.s3.amazonaws.com/images/d35bd647-286b-4980-881c-49aaedd35bf0.jpg,16.36515186,106.0944878,,,,,,,,,,
dc32-7evu-2hfn,41929,_______,13 - 04 - Phin,"04-10-073-_._____-""Nathoong",2,5,5,,2,1,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/d71bff1b-e463-4691-b262-ac3ba563a4b4.jpg,Yes,Works well,Private,Yes,,Private,International institution,International institution,15-Oct,Private,Fuel / Electricity,https://akvoflow-34.s3.amazonaws.com/images/8cdae206-c7d0-4d75-b273-9c33ae4e143e.jpg,16.60784753,105.7882232,1,Nobody,,,12,12,,,,
dc92-utc3-k0hj,41927,Lobinsanh,13 - 04 - Phin,"04-13-114-_._____-""Phonxai",2,4,2,,2,60,1,DW,,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/15f9c007-c901-4771-a132-64aed072e77b.jpg,Yes,Works well,Community,Yes,,Community,Community,Community,>20,Community,No payment,https://akvoflow-34.s3.amazonaws.com/images/14788117-8909-4b61-b508-fd2ccc9570ed.jpg,16.33052744,106.0677438,60,All,Good taste,,12,10-Nov,,,,
dcsq-wyqd-xf62,41929,______ Viengthong,13 - 04 - Phin,"04-05-054-_.___-""Koy",5,1,1,,1,0,0,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/94b63955-14e5-4233-ba73-8a4f30b96980.jpg,No,,Community,No,Not working,Community,International NGO,Don't know,15-Oct,Community,,https://akvoflow-34.s3.amazonaws.com/images/b50075e2-6003-402b-b1ae-e08cd2de64ad.jpg,16.53767701,105.9347624,,All,Religious belief,,,,,,,
ddau-cub2-yd7a,41927,________ Vonglakhone,13 - 04 - Phin,"04-09-071-_._____-""Phalong",5,1,1,,1,0,0,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/61f031e2-74e7-420e-ba82-4d4255942053.jpg,No,,Community,No,Not working|Water quality,Community,Private,Private,< 5 years,Community,,https://akvoflow-34.s3.amazonaws.com/images/5cf316f7-7dcd-4dfb-a7f7-8f8091208690.jpg,16.68604172,105.9969843,,,,,,,,,,
dmmw-9hkm-xbv1,41929,_______ Phaiphanom,13 - 04 - Phin,"04-12-099-_.___-""Kae",2,5,4,,2,5,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/2f85e355-65bb-429c-bf66-5e779cfd2159.jpg,Yes,Works well,Community,Yes,,Community,National institution,Don't know,< 5 years,Community,When break down,https://akvoflow-34.s3.amazonaws.com/images/ca0256f1-e59a-47ea-85ce-e8bdce793496.jpg,16.33599705,105.8762642,5,Nobody,,,0-4,12,,,,
du2s-x6y1-xmd4,41926,_______,13 - 04 - Phin,"04-07-044-_._________-""Xesavang",2,2,5,,2,5,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/b6c59601-ed73-49e3-bf90-5c07d2b0c82b.jpg,Yes,Works well,Community,Yes,,Community,International NGO,International NGO,15-Oct,Community,When break down,https://akvoflow-34.s3.amazonaws.com/images/ed7e348d-2449-4b7b-8fd4-f4af40034610.jpg,16.5755371,105.9111174,5,Nobody,,,12,12,,,,
dvjv-m44y-1ctw,41928,_______ Phaiphanom,13 - 04 - Phin,"04-12-102-_._______-""Nonvilay",5,5,4,,4,1,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/ce24c979-d4aa-4e41-a5a2-4f95774cf581.jpg,Yes,Works well,Community,Yes,,Community,International institution,Don't know,15-Oct,Community,When break down,https://akvoflow-34.s3.amazonaws.com/images/ed1e80f4-41ee-4e10-96fd-de400ffabb38.jpg,16.29184774,105.8421436,1,All,Safe,,12,12,,,,
e0ss-jaj1-fpec,41930,_________ Laysavanh,13 - 04 - Phin,"04-13-116-_.______-""kengxai",2,1,1,,1,0,0,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/411e1312-7e21-46b3-be85-b95d64d49d26.jpg,No,,Community,No,Not working,Community,International institution,International institution,15-Oct,Community,,https://akvoflow-34.s3.amazonaws.com/images/448897ab-d147-4565-896d-91d800e03298.jpg,16.36501103,106.1060868,,Nobody,,,,,,,,
e1va-k2sq-x6xh,41927,________ Vonglakhone,13 - 04 - Phin,"04-04-020-_._____-""Malua",5,2,4,,2,20,0,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/99c7d0be-b536-4524-8911-33803de2caad.jpg,No,,Community,Yes,,Community,National institution,National institution,< 5 years,Community,No payment,https://akvoflow-34.s3.amazonaws.com/images/b07ddb14-9068-4981-95f7-db8f0137f55b.jpg,16.60890433,106.0728486,20,All,Not hard,,12,12,,,,
e62p-ud87-bq3k,41926,_______,13 - 04 - Phin,"04-03-027-_____-""Saloi",2,4,2,,2,15,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/59d45f75-fc8f-4013-b8e9-8458a6912b0d.jpg,Yes,Works well,Community,Yes,,Community,International NGO,International NGO,15-Oct,Community,When break down,https://akvoflow-34.s3.amazonaws.com/images/56bba68b-ec3e-4735-a99a-3fbe73f9bcad.jpg,16.57967715,106.0488842,15,Few,Good colour,,12,12,,,,
eawf-9jqx-jvyu,41927,_____ Kayson,13 - 04 - Phin,"04-08-060-_.______-""Naphokham",2,5,5,,2,1,1,BH,Motor pump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/8b8c18c1-c199-4d6a-8748-9c0b0571e70a.jpg,Yes,Works well,Private,Yes,,Private,National institution,National institution,5-Oct,Private,Fuel / Electricity,https://akvoflow-34.s3.amazonaws.com/images/d28ff5c6-72ff-4e3f-9c18-8aa2612b9897.jpg,16.63702223,105.9258042,1,Nobody,,,12,12,,,,
ebw4-ykbr-s7jg,41928,_______ Phaiphanom,13 - 04 - Phin,"04-12-102-_._______-""Nonvilay",2,5,4,,2,14,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/d2b0f317-f531-49f6-8766-585aa3c49bae.jpg,Yes,Works well,Community,Yes,,Community,International institution,Don't know,15-Oct,Community,When break down,https://akvoflow-34.s3.amazonaws.com/images/4519f8df-8af8-41c3-a281-8cc1ea5fabc1.jpg,16.28821242,105.8372965,14,Nobody,,,12,12,,,,
ehhs-30q0-qef4,41928,________ Vonglakhone,13 - 04 - Phin,"04-04-034-_._____-""Latueb",5,5,4,,4,15,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/b8c52384-b3db-4037-bc96-7a44b6feb1fb.jpg,Yes,Not well,Community,Yes,,Community,International NGO,International institution,< 5 years,Community,When break down,https://akvoflow-34.s3.amazonaws.com/images/c745046b-9ea9-4af4-84db-9cafa2745066.jpg,16.58011513,106.109606,15,All,Good taste,,12,12,,,,
ejmk-4502-cnks,41928,______  Vanthong,13 - 04 - Phin,"04-15-139-_.______-""Thounkham",5,1,1,,1,0,0,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/caa5af4f-066e-4e26-9c6b-07515a69d97e.jpg,No,,Community,No,Not working|Management,Community,International NGO,International NGO,15-Oct,Community,,https://akvoflow-34.s3.amazonaws.com/images/58faffc2-7538-4703-a636-95520fd8608e.jpg,16.34695046,106.1682417,,,,,,,,,,
ek25-2hx1-gfyf,41928,_______,13 - 04 - Phin,"04-03-032-_______-""Nathalang",2,5,5,,2,5,1,BH,Motor pump,,,Yes,Gravity,>15,https://akvoflow-34.s3.amazonaws.com/images/283350f0-d4e2-4461-9a50-c35f86d504b5.jpg,Yes,Works well,Private,Yes,,Private,International NGO,International NGO,15-Oct,Community,Volume,https://akvoflow-34.s3.amazonaws.com/images/c74ddd28-1d58-491c-960f-aaacc8a6cdbb.jpg,16.53930577,106.0559261,1,Nobody,,,12,12,https://akvoflow-34.s3.amazonaws.com/images/a89f7cbe-3009-4562-ad7c-a7e6712c5d16.jpg,https://akvoflow-34.s3.amazonaws.com/images/d0309d5f-6fde-416c-8396-ea56827dd7da.jpg,https://akvoflow-34.s3.amazonaws.com/images/67805570-13ac-40c8-b174-0f46a9763542.jpg,https://akvoflow-34.s3.amazonaws.com/images/a89e4748-8ac8-4664-b86e-61cf9407519b.jpg
em1p-4mdu-rjrc,41930,_______ _________,13 - 04 - Phin,"04-13-116-_.______-""kengxai",2,5,4,,2,40,1,BH,Motor pump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/8e2ff0e1-998c-42bf-b50c-711bfe3db9f5.jpg,Yes,Works well,School,Yes,,National institution,International institution,International institution,5-Oct,National institution,When break down,https://akvoflow-34.s3.amazonaws.com/images/af9c4391-c0a5-42df-98d7-e66ef7fae96a.jpg,16.33385843,106.1058962,40,Nobody,,,8-Sep,12,,,,
epg7-exmr-matd,41928,_________ Laysavanh,13 - 04 - Phin,"04-14-129-_.______-""Houayhoi",2,2,4,,2,24,1,DW,,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/6828d844-5ee2-4889-bc27-4fc64ca5aa5e.jpg,Yes,Works well,Community,Yes,,Community,Community,Community,< 5 years,Community,No payment,https://akvoflow-34.s3.amazonaws.com/images/0319f513-06ad-4350-b2c7-72ddc2c42235.jpg,16.42045878,106.1597595,24,All,Safe,,5-Jul,5-Jul,,,,
ev2j-ydvn-rmfd,41926,_______,13 - 04 - Phin,"04-07-044-_._________-""Xesavang",5,1,1,,1,0,0,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/de5d5d99-8854-4cbb-a685-b1d4da0e740c.jpg,No,,Community,No,Not working,Community,International NGO,International NGO,15-Oct,Community,,https://akvoflow-34.s3.amazonaws.com/images/79d014da-0e53-445b-80fe-e00c0ddfb5dd.jpg,16.57171974,105.9108868,,,,,,,,,,
ewwq-t3pm-j65s,41928,___ ______ _______,13 - 04 - Phin,"04-01-004-____-""Napho",2,5,4,,2,15,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/55dd03c1-0ac9-4c4f-aabe-12b1e6ef774a.jpg,Yes,Works well,Community,Yes,,Community,International NGO,International NGO,15-Oct,Community,When break down,https://akvoflow-34.s3.amazonaws.com/images/92450dcb-5fbd-41e6-bdb5-6e74312b744b.jpg,16.53017471,106.00262,15,Few,Good colour,,12,12,,,,
