Identifier,Date*,Submitter,District,Village AtsVillage Phin,Quality,Quantity,Accessibility,Reliability,FS,HH_user_#,Get_Water,RWS type,Extract BH,Extract DW,Extract SW,Distrib?,Distrib how,Distrib Pt #,Photo source,Get water,State extract,User type,In use,Why not,Owner,Resp org.,Funds,Age,Manager,Water payT,Photo Pt 1,Lat,Long,HH # user,Drink prop',Main - why drink,Main - Not drink,Month used,Month water enough,Photo_Pt2,Photo_Pt3,Photo_Pt4,Photo_Pt5
ym2n-bw26-g36j,41894,___ _______,13 - 13 - Atsaphone,"13-XX-045-____ _____-""Nanhorn",2,4,3,,2,23,1,DW,,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/78b0e5c5-ff87-43a4-ae75-1b6ea53d97ed.jpg,Yes,Works well,Community,Yes,,Community,Community,Community,>20,Community,No payment,https://akvoflow-34.s3.amazonaws.com/images/417a602e-2840-4218-a5e7-1fcba7a1386f.jpg,16.93420666,105.4881301,23,All,Good taste,,12,8-Sep,,,,
ynrx-259y-jgb5,41894,_.____,13 - 13 - Atsaphone,"13-XX-054-____ _________-""Houaynguakham",2,2,4,,2,10,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/dcd60a13-b87c-428d-80c2-66de39c6126f.jpg,Yes,Not well,Community,Yes,,Community,Community,Community,< 5 years,Community,When break down,https://akvoflow-34.s3.amazonaws.com/images/9d1d1e2f-a783-4c83-939b-d7286272527c.jpg,16.82932452,105.5555656,10,Nobody,,,8-Sep,12,,,,
ypvs-dtt6-43p4,41894,_. ________   _. _____,13 - 13 - Atsaphone,"13-XX-051-____ ______-""Jormhart",5,2,4,,2,15,0,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/ec727a1c-3786-426b-a216-53e78cc8637c.jpg,No,Doesn't work,Community,No,Not working,Community,National institution,National institution,15-Oct,Community,No payment,https://akvoflow-34.s3.amazonaws.com/images/f6fabcdf-560b-44c7-8721-a6880635e24f.jpg,16.90094663,105.4758217,15,Nobody,,,12,12,,,,
yv7n-f70f-m5ce,41894,_.______ __________,13 - 13 - Atsaphone,"13-XX-049-____ ______-""Kudhin",2,5,4,,2,17,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/3a1c0256-9d8d-42c9-9941-d39d4e006962.jpg,Yes,Works well,Community,Yes,,Community,International NGO,International NGO,5-Oct,Community,When break down,https://akvoflow-34.s3.amazonaws.com/images/1373020c-3b52-4401-9ea3-3d56f4c5f211.jpg,16.86239707,105.3958084,17,Nobody,,,12,12,,,,
yx1x-b8gp-5b0b,41894,_. ________ ______,13 - 13 - Atsaphone,"13-04-019-____ ______-""Donkoong",5,2,4,,2,50,0,BH,Motor pump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/ebfc96f4-2bb7-480f-989f-c042e3bd337e.jpg,No,Doesn't work,School,No,Not working,______ _____ ______ 1,International NGO,International NGO,15-20,______,When break down,https://akvoflow-34.s3.amazonaws.com/images/82006ad9-4595-455d-8544-e95af7d17f50.jpg,16.9228911,105.2561305,50,Nobody,,,8-Sep,12,,,,
yytv-c74m-kkn9,41894,_.____,13 - 13 - Atsaphone,"13-XX-054-____ _________-""Houaynguakham",2,2,4,,2,7,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/e9486884-85e8-4f38-81aa-215fe852fa1d.jpg,Yes,Not well,Community,Yes,,Community,Community,Community,< 5 years,Community,When break down,https://akvoflow-34.s3.amazonaws.com/images/72934672-3245-4965-bb53-f88b496bbae0.jpg,16.83079241,105.5525565,7,Nobody,,,12,8-Sep,,,,
yyuu-bpya-djb9,41894,_.____,13 - 13 - Atsaphone,"13-XX-050-____ _________-""Buengphanae",2,5,4,,2,15,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/e7b4a901-388d-4206-a98e-38aeeb91752f.jpg,Yes,Works well,Community,Yes,,Community,National institution,National institution,< 5 years,Community,When break down,https://akvoflow-34.s3.amazonaws.com/images/6e657e67-dfea-406f-b2ed-8c7335b4ec57.jpg,16.89331645,105.455197,15,Nobody,,,12,12,,,,
1gvk-10ne-hnmc,41925,_______,13 - 04 - Phin,"04-10-082-_._________-""Salaephonexai",2,5,2,,2,15,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/28ab4a00-6a36-42b5-830f-202fd03b4d7f.jpg,Yes,Not well,Community,Yes,,Community,International institution,International institution,15-Oct,Community,Time,https://akvoflow-34.s3.amazonaws.com/images/0e36b3bf-133d-44d1-a260-cc51b70848a9.jpg,16.46607145,105.8485751,15,Nobody,,,12,12,,,,
21m2-tcxd-kjb5,41925,_____ Kayson,13 - 04 - Phin,"04-08-057-_._______-""Nakhanong",5,5,4,,4,28,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/e86e4d16-491a-4d01-8961-ce9447e0e824.jpg,Yes,Works well,School,Yes,,National institution,International NGO,International NGO,< 5 years,National institution,Community box,https://akvoflow-34.s3.amazonaws.com/images/b5874ed4-3372-4b88-9857-bdddf47b6fcf.jpg,16.65239283,105.9324374,28,All,Good colour,,12,12,,,,
2q2y-ytjn-9c42,41925,_______,13 - 04 - Phin,"04-07-042-_._______-""Udomxay",2,5,5,,2,1,1,BH,Motor pump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/e84813bb-8f17-4bb9-9ceb-6361be898edd.jpg,Yes,Works well,Wat,Yes,,Community,Community,Community,< 5 years,Community,_____________,https://akvoflow-34.s3.amazonaws.com/images/83dc0008-89d9-47ff-ab9b-01394a3d9603.jpg,16.57776713,105.9051251,1,Nobody,,,12,12,,,,
30q0-98wh-3n8v,41925,_______,13 - 04 - Phin,"04-10-145-_._______-""Salaetai",2,5,2,,2,7,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/1d6e513d-1366-4158-a2bb-cb9312e2c60d.jpg,Yes,Works well,Community,Yes,,Community,International institution,International institution,< 5 years,Community,Time,https://akvoflow-34.s3.amazonaws.com/images/f73090e4-3a30-49ad-b378-364c07f746c7.jpg,16.48789994,105.7985854,7,Nobody,,,12,12,,,,
4q19-2dh8-xmp5,41925,___ ______ _______,13 - 04 - Phin,"04-06-038-_.________-""Palek",2,5,4,,2,15,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/92fc1c8c-e03c-4655-ae0e-0c364c74baf5.jpg,Yes,Works well,Community,Yes,,Community,International NGO,International NGO,5-Oct,Community,No payment,https://akvoflow-34.s3.amazonaws.com/images/20a811a2-54bb-462f-bdcd-98243fa8ed10.jpg,16.5765796,105.9326075,15,Nobody,,,12,12,,,,
4yv1-q081-mb0c,41925,________ Vonglakhone,13 - 04 - Phin,"04-09-068-_._______-""Houayxay",2,5,4,,2,2,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/dbd2dd9d-1b98-4050-be01-d0cd2f12c16b.jpg,Yes,Works well,Community|Health center,Yes,,National institution,International NGO,International NGO,< 5 years,National institution,No payment,https://akvoflow-34.s3.amazonaws.com/images/b4191ee3-10ee-4714-8819-d25615be4567.jpg,16.70354998,105.9410571,2,Nobody,,,12,12,,,,
5ns7-7gu6-7b1m,41925,_______,13 - 04 - Phin,"04-07-039-_.______-""Kangmai",5,4,4,,4,22,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/ceaf6130-6240-45ec-b5b5-fb5d7b82698a.jpg,Yes,Works well,Community,Yes,,Community,International NGO,International NGO,15-Oct,Community,Community box,https://akvoflow-34.s3.amazonaws.com/images/12685d82-018c-4d42-a9e0-5835dfa3b82c.jpg,16.60770948,105.9059161,22,All,Good taste,,12,12,,,,
650u-j6rx-qr6k,41925,_______,13 - 04 - Phin,"04-07-040-_.______-""Kazong",5,4,4,,4,10,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/d69ecd14-973e-4512-86c8-8271b001288b.jpg,Yes,Works well,Community,Yes,,Community,International NGO,International NGO,5-Oct,Community,When break down,https://akvoflow-34.s3.amazonaws.com/images/64db94a2-3152-4bc1-95e3-8e11841eb027.jpg,16.59299512,105.9049106,10,All,Good taste,,12,12,,,,
6fq9-m64s-dgwj,41925,______ Viengthong,13 - 04 - Phin,"04-11-094-_._____-""Nonxay",5,1,1,,1,0,0,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/73fc3643-cb0d-4f5e-bd9f-a4f4a4846507.jpg,No,,Community,No,Not working,Community,National institution,Don't know,5-Oct,Community,,https://akvoflow-34.s3.amazonaws.com/images/e300f9b7-1fa0-45bb-8d57-cf17061698a8.jpg,16.25368601,105.9081163,,All,__________________,,,,,,,
6ukw-5s0d-8qqb,41925,_______,13 - 04 - Phin,"04-10-082-_._________-""Salaephonexai",2,5,2,,2,7,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/68b207ef-3191-4110-8d51-e35d598596a0.jpg,Yes,Works well,Community,Yes,,Community,International institution,International institution,< 5 years,Community,Time,https://akvoflow-34.s3.amazonaws.com/images/d0aac882-9104-414f-a958-231ff82980c3.jpg,16.46454951,105.8497217,7,Nobody,,,12,12,,,,
6wdt-0h6q-k3t2,41925,_______,13 - 04 - Phin,"04-10-078-_.___________-""Alouynoi",2,5,2,,2,25,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/c9c5422f-8ccf-4bca-9991-3ee932147003.jpg,Yes,Works well,Community,Yes,,Community,International institution,International institution,5-Oct,Community,Time,https://akvoflow-34.s3.amazonaws.com/images/71ffa767-f631-4cf0-8c95-bc63c42096a7.jpg,16.54278328,105.7784907,25,Nobody,,,12,12,,,,
77xk-vnch-jeyp,41925,_____ Kayson,13 - 04 - Phin,"04-08-057-_._______-""Nakhanong",2,5,4,,2,8,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/5ac5d888-f62e-41ae-a568-49326edcb781.jpg,Yes,Works well,Community,Yes,,Community,International NGO,International NGO,< 5 years,Community,No payment,https://akvoflow-34.s3.amazonaws.com/images/c887923e-7b5a-4037-93b1-e5b1a546ff14.jpg,16.65475206,105.9326889,8,Nobody,,,12,12,,,,
7pbm-cxbq-rbuj,41925,Lobinsanh,13 - 04 - Phin,"04-13-118-_.___________-""Alawkaw",5,1,1,,1,0,0,BH,No extraction system,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/53723976-f794-431c-bf1c-88f27dfdcca7.jpg,No,,Community,No,Not working,Community,International NGO,International NGO,5-Oct,Community,,https://akvoflow-34.s3.amazonaws.com/images/39e82ccb-646c-49ed-83aa-c274b21c1dd4.jpg,16.40839915,106.0684623,,All,________,,,,,,,
7rfe-6509-3pcr,41925,_______,13 - 04 - Phin,"04-07-040-_.______-""Kazong",5,2,4,,2,9,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/f4011c47-f65c-4176-b7a9-c9c6babbf949.jpg,Yes,Works well,Community,Yes,,Community,International NGO,International NGO,5-Oct,Community,Community box,https://akvoflow-34.s3.amazonaws.com/images/49266753-78e9-4963-97e8-465196fe5c79.jpg,16.5919796,105.9052458,9,All,Good taste,,10-Nov,10-Nov,,,,
7swk-eh0g-cupq,41925,_____ Kayson,13 - 04 - Phin,"04-08-057-_._______-""Nakhanong",5,5,4,,4,6,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/977d932a-ab67-4219-9636-60551c57c35c.jpg,Yes,Not well,Community,Yes,,Community,National institution,International NGO,5-Oct,Community,When break down,https://akvoflow-34.s3.amazonaws.com/images/520ec59f-c76e-4102-b344-2fd658fcc9a4.jpg,16.65504506,105.9309531,6,All,Good taste,,12,12,,,,
7yp2-kr64-m6v0,41925,_______,13 - 04 - Phin,"04-07-039-_.______-""Kangmai",5,4,4,,4,12,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/29fb7107-2f2e-4ef8-ad85-cedee1240e95.jpg,Yes,Works well,Community,Yes,,Community,International NGO,International NGO,15-Oct,Community,Community box,https://akvoflow-34.s3.amazonaws.com/images/743f8b0d-a741-4490-86cd-75b4bb09204a.jpg,16.6080807,105.9051551,12,All,Good taste,,12,12,,,,
8d2n-vjjg-jjyw,41925,Lobinsanh,13 - 04 - Phin,"04-13-117-_._______-""Alawmai",5,1,1,,1,0,0,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/88fc7b24-f980-40cd-b1e4-7dfe21e4c1e3.jpg,No,,Community,No,Not working,Community,International NGO,International NGO,5-Oct,Community,,https://akvoflow-34.s3.amazonaws.com/images/a745aaf4-a5fe-4ea3-a6f7-b5c3bb478ac5.jpg,16.37288052,106.0827512,,Nobody,,,,,,,,
8q5n-xxk4-tsw6,41925,_______,13 - 04 - Phin,"04-07-042-_._______-""Udomxay",2,5,5,,2,1,1,BH,Motor pump,,,Yes,Motor pump,1,https://akvoflow-34.s3.amazonaws.com/images/9c296885-a019-4a10-ba94-7aa52cdcd9a4.jpg,Yes,Works well,Health center,Yes,,National institution,International institution,International NGO,15-Oct,National institution,When break down,https://akvoflow-34.s3.amazonaws.com/images/d3a8e229-50da-44f3-98ea-55711802f68c.jpg,16.58223412,105.9051699,1,Nobody,,,12,12,,,,
98um-a8f8-7mgy,41925,_____ Kayson,13 - 04 - Phin,"04-08-057-_._______-""Nakhanong",5,1,1,,1,0,0,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/9cd5eb06-05de-461e-8851-e54a5c7ea655.jpg,No,,Community,No,Not working,Community,National institution,International NGO,5-Oct,Community,,https://akvoflow-34.s3.amazonaws.com/images/8dbc2c04-b119-4dd7-94f6-b140230a0a6f.jpg,16.65479791,105.933677,,All,Good colour,,,,,,,
a4ef-6w9h-7qb0,41925,___ ______ _______,13 - 04 - Phin,"04-06-038-_.________-""Palek",5,4,4,,4,15,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/22aac223-7ca9-43d4-8886-389f05625c6c.jpg,Yes,Works well,Community,Yes,,Community,International NGO,International NGO,5-Oct,Community,No payment,https://akvoflow-34.s3.amazonaws.com/images/bcd48f16-c752-424a-82c9-1e49466ebfc3.jpg,16.57588657,105.9320392,15,All,Good colour,,12,12,,,,
adrj-s6kw-eanm,41925,_______,13 - 04 - Phin,"04-07-039-_.______-""Kangmai",5,1,1,,1,0,0,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/03df7b84-4073-40dc-a241-121cd0292949.jpg,No,,Community,No,Not working,Community,International NGO,International NGO,15-Oct,Community,,https://akvoflow-34.s3.amazonaws.com/images/111d6de5-a6ab-428c-9dbb-e4580b378b30.jpg,16.60841223,105.9055737,,All,Good smell,,,,,,,
anbh-11t8-2d92,41925,_______,13 - 04 - Phin,"04-07-039-_.______-""Kangmai",5,1,1,,1,0,0,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/dfde0fdc-efc3-49f1-b14b-f523c266173a.jpg,No,,Community,No,Not working,Community,International NGO,International NGO,5-Oct,Community,,https://akvoflow-34.s3.amazonaws.com/images/eeb5cb36-1813-4b7c-9429-d10042d4d87b.jpg,16.60818024,105.9061321,,Nobody,,,,,,,,
btdn-yjm9-qp7d,41925,___ ______ _______,13 - 04 - Phin,"04-06-038-_.________-""Palek",2,4,4,,2,4,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/8967ef9c-3f85-4362-af98-3259c9415c28.jpg,Yes,Works well,Community,Yes,,Community,International NGO,International NGO,5-Oct,Community,No payment,https://akvoflow-34.s3.amazonaws.com/images/0acc45fe-91bd-49df-af21-9ff382d7d1a2.jpg,16.57614959,105.930238,4,Nobody,,,12,12,,,,
bwam-1q6k-5gcx,41925,_______,13 - 04 - Phin,"04-10-074-_.________-""Alouamay",2,5,2,,2,7,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/1e707aba-3c87-49c4-8d8d-54c4c7b03960.jpg,Yes,Works well,Community,Yes,,Community,International institution,International institution,15-Oct,Community,Time,https://akvoflow-34.s3.amazonaws.com/images/c44493be-03d7-4ca3-91a7-79a7a935edb2.jpg,16.57147869,105.7869916,7,Nobody,,,12,12,,,,
cdhh-k4xd-ax1n,41925,_______,13 - 04 - Phin,"04-07-040-_.______-""Kazong",5,4,4,,4,8,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/ba272171-8e3e-41b4-91b3-5a77ea3e25b4.jpg,Yes,Works well,Community,Yes,,Community,International NGO,International NGO,< 5 years,Community,Community box,https://akvoflow-34.s3.amazonaws.com/images/a7e4314e-b669-470b-9452-b80aa5265a6e.jpg,16.5927356,105.9046348,8,All,Good taste,,12,12,,,,
d1kp-yysq-7fh8,41925,_______,13 - 04 - Phin,"04-07-039-_.______-""Kangmai",5,5,4,,4,24,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/d66182e8-7ff9-4706-be9c-d39a54efd743.jpg,Yes,Works well,Community,Yes,,Community,International NGO,International NGO,15-Oct,Community,Community box,https://akvoflow-34.s3.amazonaws.com/images/e6ea5586-f0e5-4869-8464-1f07eff26b85.jpg,16.6056567,105.9052566,24,All,Good colour,,12,12,,,,
d99k-mk03-k46f,41925,Lobinsanh,13 - 04 - Phin,"04-13-117-_._______-""Alawmai",2,5,2,,2,57,1,DW,,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/b2636551-14b9-48b7-b0a9-779257fec52b.jpg,Yes,Works well,Community,Yes,,Community,Community,Community,>20,Community,When break down,https://akvoflow-34.s3.amazonaws.com/images/f2f0ffef-d9e5-4d2c-b4a9-731ba5c433e4.jpg,16.37047828,106.0803834,57,All,Good taste,,12,12,,,,
de2c-1aqe-vr3b,41925,_______,13 - 04 - Phin,"04-07-040-_.______-""Kazong",5,4,4,,4,10,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/537e725e-c529-45c4-a980-52bd2040154b.jpg,Yes,Works well,Community,Yes,,Community,International NGO,International NGO,< 5 years,Community,Community box,https://akvoflow-34.s3.amazonaws.com/images/17eb51af-aa80-43e7-803d-2a7115cd59bb.jpg,16.59321264,105.9045437,10,All,Good taste,,12,12,,,,
dpw0-ybat-vwa1,41925,___ ______ _______,13 - 04 - Phin,"04-06-036-_.________-""Kangkaw",5,4,4,,4,7,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/2b49554d-6d98-4dba-9bdb-a4c5d915df6e.jpg,Yes,Works well,Community,Yes,,Community,International NGO,International NGO,5-Oct,Community,Time,https://akvoflow-34.s3.amazonaws.com/images/633c74b4-678e-45ab-a6f3-32eaaebe1611.jpg,16.60562234,105.9209293,7,All,Good colour,,12,12,,,,
drgs-20xe-bha0,41925,Lobinsanh,13 - 04 - Phin,"04-13-117-_._______-""Alawmai",5,1,1,,1,0,0,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/57d3c001-cddc-431f-b5b8-176938249b7a.jpg,No,,Community,No,Not working,Community,National institution,National institution,< 5 years,Community,,https://akvoflow-34.s3.amazonaws.com/images/936a16de-e393-4a0c-afc8-a5ec276dc4f5.jpg,16.37313524,106.0836361,,Nobody,,,,,,,,
dx7f-rk57-ag3v,41925,_____ Kayson,13 - 04 - Phin,"04-08-058-_._____-""Khamsa-ee",5,1,1,,1,0,0,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/77ae743e-cc33-4165-ac8b-6843ce47a70d.jpg,No,,School,No,Not working,National institution,National institution,International NGO,5-Oct,National institution,,https://akvoflow-34.s3.amazonaws.com/images/ecf932a8-8ac9-406e-bd07-b3721d33f054.jpg,16.64116254,105.9239576,,All,Good colour,,,,,,,
e3q7-rt3x-q53q,41925,___ ______ _______,13 - 04 - Phin,"04-06-036-_.________-""Kangkaw",3,5,4,,3,14,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/6c26cc5a-2f79-48b6-82e2-2772e5476a64.jpg,Yes,Works well,Community|School,Yes,,Community,International NGO,International NGO,15-Oct,Community,Time,https://akvoflow-34.s3.amazonaws.com/images/daeba289-1421-48bc-8f50-dce1c5673773.jpg,16.60812434,105.9204889,14,Half,Good colour,,12,12,,,,
ej6p-87qe-u0u8,41925,_____ Kayson,13 - 04 - Phin,"04-08-058-_._____-""Khamsa-ee",2,5,4,,2,15,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/0cd35ae0-ff15-44c2-9866-8b1c9b3a8e36.jpg,Yes,Works well,Community,Yes,,Community,International NGO,International NGO,15-Oct,Community,No payment,https://akvoflow-34.s3.amazonaws.com/images/f834a5e3-b412-4c9c-9c43-131cde8c117e.jpg,16.64368398,105.9187341,15,Nobody,,,0-4,12,,,,
g4jr-3nbx-nwqd,41925,___ ______ _______,13 - 04 - Phin,"04-06-016-_.__________-""THermkaw",5,1,1,,1,0,0,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/04e0dedd-2dc3-4908-b89d-aca946d712de.jpg,No,,Community|School,No,Not working,Community,International NGO,International NGO,5-Oct,Community,,https://akvoflow-34.s3.amazonaws.com/images/0c76828c-d13b-4eec-8135-7324d85ab33e.jpg,16.57705224,105.9452753,,Nobody,,,,,,,,
gaqw-xhnh-9bah,41925,___ ______ _______,13 - 04 - Phin,"04-06-036-_.________-""Kangkaw",2,5,4,,2,6,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/05c2a36a-5e65-4062-a11b-0b1fa48d8d48.jpg,Yes,Works well,Community,Yes,,Community,International NGO,International NGO,5-Oct,Community,Time,https://akvoflow-34.s3.amazonaws.com/images/7bf0a6a7-84be-40cf-99a3-aabf2c314253.jpg,16.60655689,105.9206267,6,Nobody,,,12,12,,,,
ghxg-uyye-x5cx,41925,_______,13 - 04 - Phin,"04-10-074-_.________-""Alouamay",2,5,2,,2,2,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/650a7798-3143-4872-8ce3-47d355ddb44e.jpg,Yes,Works well,Community,Yes,,Community,International institution,International institution,5-Oct,Community,Time,https://akvoflow-34.s3.amazonaws.com/images/01a7e121-883f-40c5-99b0-60c6de17e709.jpg,16.57766447,105.8160148,2,Nobody,,,12,12,,,,
gqtt-2u32-70k2,41925,_______,13 - 04 - Phin,"04-10-078-_.___________-""Alouynoi",2,5,2,,2,10,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/85bea469-7f9d-4c1c-a29c-816fa2cfde6c.jpg,Yes,Not well,Community,Yes,,Community,International institution,International institution,15-Oct,Community,Time,https://akvoflow-34.s3.amazonaws.com/images/21926b39-b24b-453a-beed-2f63c033698b.jpg,16.54149917,105.7797918,10,Nobody,,,12,12,,,,
h04w-pupr-qbbb,41925,___ ______ _______,13 - 04 - Phin,"04-06-036-_.________-""Kangkaw",5,4,4,,4,10,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/6f862d76-1267-4076-8041-3b7441bebe7c.jpg,Yes,Works well,Community,Yes,,Community,International NGO,International NGO,5-Oct,Community,Time,https://akvoflow-34.s3.amazonaws.com/images/8f80dfc8-f5d6-4287-b0fc-76b658a8f183.jpg,16.60437735,105.9213368,10,All,Good colour,,12,12,,,,
ha7x-nrx6-r064,41925,_______,13 - 04 - Phin,"04-07-039-_.______-""Kangmai",5,4,4,,4,12,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/5694f5ca-accc-4dbd-af96-86388605aa11.jpg,Yes,Works well,Community,Yes,,Community,International NGO,International NGO,15-Oct,Community,Community box,https://akvoflow-34.s3.amazonaws.com/images/f27a328a-2769-44b7-a0d8-343b7ad0b9d6.jpg,16.60688313,105.9055952,12,All,Good colour,,12,12,,,,
hgpc-1v4r-6vpb,41925,___ ______ _______,13 - 04 - Phin,"04-06-036-_.________-""Kangkaw",5,5,4,,4,14,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/bcccd3e5-c02b-4c9b-8926-e7d0d985d28d.jpg,Yes,Works well,Community,Yes,,Community,International NGO,International NGO,< 5 years,Community,Time,https://akvoflow-34.s3.amazonaws.com/images/6302b80a-1b70-4574-a803-1c186dc64f9e.jpg,16.60852527,105.9215316,14,All,Good colour,,12,12,,,,
j5fj-945h-sjtb,41925,_______,13 - 04 - Phin,"04-07-039-_.______-""Kangmai",5,1,1,,1,0,0,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/df9f8a85-d767-489b-a1e3-6ec133f3d7b5.jpg,No,,Community,No,Not working,Community,Community,International NGO,15-Oct,Community,,https://akvoflow-34.s3.amazonaws.com/images/d8cb871c-feff-4a82-91cf-a7b23794bdc6.jpg,16.60715564,105.9052536,,Nobody,,,,,,,,
jdu7-rjhp-y4v8,41925,_______,13 - 04 - Phin,"04-07-039-_.______-""Kangmai",5,1,1,,1,0,0,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/2ab9ee74-fbfd-41f3-af6c-5f83af981d57.jpg,No,,Community,No,Not working,Community,International NGO,International NGO,5-Oct,Community,,https://akvoflow-34.s3.amazonaws.com/images/5fd7bc6b-c909-48e4-9c2b-32136918bb78.jpg,16.60868207,105.905962,,Nobody,,,,,,,,
jf70-2112-b5r4,41925,Lobinsanh,13 - 04 - Phin,"04-13-118-_.___________-""Alawkaw",5,1,1,,1,0,0,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/67f633e7-f75c-4aa9-bb38-e7fd3636c81d.jpg,No,,Community,No,Not working,Community,National institution,National institution,< 5 years,Community,,https://akvoflow-34.s3.amazonaws.com/images/17c955b6-ff6d-434f-9e4a-92a7d2923e99.jpg,16.40749769,106.0688142,,All,________,,,,,,,
jgsm-7327-8sqn,41925,_______,13 - 04 - Phin,"04-10-078-_.___________-""Alouynoi",2,5,2,,2,15,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/d2aea2d6-c5d1-417a-8c8c-f0d39ba137b9.jpg,Yes,Works well,Community,Yes,,Community,International institution,International institution,5-Oct,Community,Time,https://akvoflow-34.s3.amazonaws.com/images/f101141f-20ba-4283-b986-3ebbf1c586c9.jpg,16.54236646,105.7790678,15,Nobody,,,12,12,,,,
kv3j-e1r3-svs3,41925,_______,13 - 04 - Phin,"04-07-042-_._______-""Udomxay",2,5,5,,2,1,1,BH,Motor pump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/ec3f1549-eb7e-41a1-89c6-c930badfb2ef.jpg,Yes,Works well,School,Yes,,National institution,International NGO,International NGO,15-Oct,National institution,_________,https://akvoflow-34.s3.amazonaws.com/images/8e6aa293-c64b-426d-b062-aa4d29f1940c.jpg,16.5808772,105.9047748,1,Nobody,,,12,12,,,,
mahd-v10b-0pmr,41925,_____ Kayson,13 - 04 - Phin,"04-08-057-_._______-""Nakhanong",5,5,4,,4,2,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/64cb84b4-0873-44d2-8613-8ac817558c46.jpg,Yes,Works well,Community,Yes,,Community,National institution,International NGO,15-Oct,Community,No payment,https://akvoflow-34.s3.amazonaws.com/images/1f7ba08a-54cb-4541-bf95-96c974787217.jpg,16.65326911,105.9324501,2,All,Good taste,,12,12,,,,
